29	22/09/1996	14	56	58	08	43	03	0,00	1		RS	5.401.793,60	44	23.083,15	5248	193,53	NÃO	0,00	0,00	0,00
30	29/09/1996	38	50	07	29	15	14	0,00	0	 	 	0,00	80	11.347,74	5885	154,26	SIM	10.127.520,80	0,00	0,00
31	06/10/1996	56	19	28	48	17	45	0,00	0	 	 	0,00	103	8.793,04	5680	159,45	SIM	11.214.340,46	0,00	0,00
32	13/10/1996	43	33	14	36	05	44	0,00	0	 	 	0,00	96	11.430,91	6876	159,60	SIM	12.531.181,83	0,00	0,00
33	20/10/1996	05	33	49	17	42	39	0,00	1		MG	13.997.410,74	128	9.545,76	8722	140,09	NÃO	0,00	0,00	0,00
34	27/10/1996	15	13	57	53	40	17	0,00	0	 	 	0,00	51	13.604,06	2627	264,11	SIM	832.568,20	0,00	0,00
35	03/11/1996	21	57	16	23	54	04	0,00	0	 	 	0,00	39	20.051,18	3576	218,68	SIM	1.770.963,49	0,00	0,00
36	10/11/1996	13	03	51	17	29	25	0,00	0	 	 	0,00	143	6.238,12	8548	104,36	SIM	2.841.425,78	0,00	0,00
37	17/11/1996	22	06	07	52	38	60	0,00	0	 	 	0,00	47	16.848,61	3695	214,32	SIM	3.791.687,26	0,00	0,00
38	24/11/1996	55	42	10	43	45	54	0,00	0	 	 	0,00	24	38.863,10	1999	466,59	SIM	4.910.944,53	0,00	0,00
39	01/12/1996	16	37	45	52	56	12	0,00	0	 	 	0,00	73	13.459,05	4444	221,09	SIM	13.456.111,33	0,00	0,00
40	08/12/1996	03	12	46	05	47	08	0,00	0	 	 	0,00	189	7.789,93	12117	121,51	SIM	15.222.867,04	0,00	0,00
41	15/12/1996	38	26	35	39	12	47	0,00	1		BA	17.019.238,50	148	10.114,70	10182	147,03	NÃO	0,00	0,00	0,00
42	22/12/1996	24	36	19	33	07	11	0,00	0	 	 	0,00	201	3.684,64	9580	77,31	SIM	888.735,02	0,00	0,00
43	29/12/1996	02	58	25	06	26	17	0,00	0	 	 	0,00	75	9.738,03	5070	144,06	SIM	1.765.157,22	0,00	0,00
44	05/01/1997	47	38	18	14	29	44	0,00	0	 	 	0,00	103	7.099,32	7742	94,45	SIM	2.642.633,14	0,00	0,00
45	12/01/1997	30	07	37	55	44	53	0,00	0	 	 	0,00	33	27.201,47	3004	298,82	SIM	3.719.811,46	0,00	0,00
46	19/01/1997	32	46	01	60	24	23	0,00	0	 	 	0,00	91	9.982,42	6263	145,04	SIM	4.809.891,56	0,00	0,00
47	26/01/1997	35	17	03	48	25	56	0,00	0	 	 	0,00	210	4.458,44	10873	85,94	SIM	5.933.418,51	0,00	0,00
48	02/02/1997	47	05	34	28	02	50	0,00	0	 	 	0,00	132	7.482,95	7454	132,25	SIM	7.118.717,38	0,00	0,00
49	09/02/1997	33	07	43	35	13	55	0,00	1		RJ	8.405.156,76	155	6.916,34	9830	108,85	NÃO	0,00	0,00	0,00
50	16/02/1997	57	44	21	16	58	06	0,00	0	 	 	0,00	31	25.241,25	2800	278,91	SIM	8.917.830,39	0,00	0,00
51	23/02/1997	23	24	42	25	17	47	0,00	0	 	 	0,00	143	7.231,47	9361	110,25	SIM	10.158.749,73	0,00	0,00
52	02/03/1997	58	15	59	30	38	46	0,00	0	 	 	0,00	77	15.544,23	6442	185,43	SIM	11.595.036,71	0,00	0,00
53	09/03/1997	42	13	03	46	38	16	0,00	0	 	 	0,00	210	6.337,79	10941	121,41	SIM	13.192.159,46	0,00	0,00
54	16/03/1997	05	21	09	56	18	36	0,00	2		BA	7.469.653,99	207	7.033,61	13067	111,20	NÃO	0,00	0,00	0,00
54	16/03/1997	05	21	09	56	18	36	0,00	2		SP	7.469.653,99	207	7.033,61	13067	111,20	NÃO	0,00	0,00	0,00
55	23/03/1997	29	02	14	38	23	52	0,00	0	 	 	0,00	66	10.817,63	3840	185,56	SIM	856.756,39	0,00	0,00
56	30/03/1997	51	35	59	07	20	02	0,00	0	 	 	0,00	48	12.142,20	2599	223,81	SIM	1.556.147,46	0,00	0,00
57	06/04/1997	27	17	16	34	07	59	0,00	0	 	 	0,00	79	10.699,10	6173	136,65	SIM	2.570.421,80	0,00	0,00
58	13/04/1997	30	49	27	37	12	44	0,00	1		SP	3.631.304,91	65	13.601,07	5040	175,06	NÃO	0,00	0,00	0,00
59	20/04/1997	28	13	34	02	08	54	0,00	0	 	 	0,00	90	7.312,34	5351	122,75	SIM	789.733,42	0,00	0,00
60	27/04/1997	38	14	21	15	03	20	0,00	0	 	 	0,00	129	7.111,47	7914	115,69	SIM	9.478.249,26	0,00	0,00
61	04/05/1997	59	08	18	29	42	44	0,00	0	 	 	0,00	52	18.902,94	3866	253,76	SIM	10.657.792,45	0,00	0,00
62	11/05/1997	52	13	06	24	08	31	0,00	0	 	 	0,00	119	9.968,70	8613	137,46	SIM	12.081.323,45	0,00	0,00
63	18/05/1997	26	09	41	49	25	40	0,00	1		MG	13.680.019,57	82	16.246,91	6359	209,10	NÃO	0,00	0,00	0,00
64	25/05/1997	08	54	50	60	23	12	0,00	0	 	 	0,00	29	23.309,96	2441	276,38	SIM	811.186,58	0,00	0,00
65	01/06/1997	20	01	05	32	25	34	0,00	0	 	 	0,00	61	11.542,37	4932	142,48	SIM	1.656.088,09	0,00	0,00
66	08/06/1997	15	26	12	33	48	13	0,00	0	 	 	0,00	102	8.054,25	7686	106,68	SIM	2.641.927,81	0,00	0,00
67	15/06/1997	47	14	27	52	17	12	0,00	0	 	 	0,00	83	10.617,25	5479	160,52	SIM	3.699.406,44	0,00	0,00
68	22/06/1997	53	13	03	01	12	59	0,00	0	 	 	0,00	49	18.496,73	4758	190,11	SIM	4.787.014,46	0,00	0,00
69	29/06/1997	56	58	34	53	25	45	0,00	0	 	 	0,00	55	17.271,48	3661	258,96	SIM	5.926.931,93	0,00	0,00
70	06/07/1997	40	17	23	43	27	58	0,00	0	 	 	0,00	95	12.899,52	6071	201,46	SIM	14.883.849,29	0,00	0,00
71	13/07/1997	53	16	45	43	33	27	0,00	0	 	 	0,00	115	12.451,74	7430	192,35	SIM	16.602.188,45	0,00	0,00
72	20/07/1997	19	48	43	01	34	44	0,00	0	 	 	0,00	85	19.676,33	7982	209,13	SIM	18.609.174,26	0,00	0,00
73	27/07/1997	57	25	45	28	51	26	0,00	1		BA	21.026.575,40	95	21.205,27	8222	244,52	NÃO	0,00	0,00	0,00
74	03/08/1997	02	24	34	50	38	37	0,00	0	 	 	0,00	40	18.257,68	3321	219,48	SIM	876.368,71	0,00	0,00
75	10/08/1997	36	49	37	35	24	21	0,00	0	 	 	0,00	70	12.395,02	5032	172,09	SIM	1.917.550,02	0,00	0,00
76	17/08/1997	33	18	23	08	17	53	0,00	0	 	 	0,00	92	10.247,61	6399	147,04	SIM	3.048.886,14	0,00	0,00
77	24/08/1997	29	54	40	57	49	21	0,00	0	 	 	0,00	20	49.648,81	2635	376,09	SIM	4.240.457,60	0,00	0,00
78	31/08/1997	22	32	46	12	25	31	0,00	0	 	 	0,00	103	9.907,36	5984	170,19	SIM	5.465.006,39	0,00	0,00
79	07/09/1997	43	25	02	13	31	17	0,00	1		RS	6.770.601,75	247	4.404,85	13375	81,18	NÃO	0,00	0,00	0,00
80	14/09/1997	51	40	37	23	48	28	0,00	0	 	 	0,00	43	26.443,00	4284	264,89	SIM	10.953.707,53	0,00	0,00
81	21/09/1997	47	41	10	60	54	23	0,00	0	 	 	0,00	62	19.453,15	4870	247,17	SIM	12.401.021,68	0,00	0,00
82	28/09/1997	51	36	53	29	18	15	0,00	1		BA	13.877.826,02	77	15.982,73	5889	208,57	NÃO	0,00	0,00	0,00
83	05/10/1997	24	16	04	42	57	15	0,00	0	 	 	0,00	76	9.408,43	4756	150,04	SIM	858.048,93	0,00	0,00
84	12/10/1997	10	34	04	06	25	40	0,00	0	 	 	0,00	102	7.539,68	5546	138,40	SIM	1.780.905,80	0,00	0,00
85	19/10/1997	47	15	30	37	45	06	0,00	0	 	 	0,00	45	17.279,25	4312	179,96	SIM	2.713.984,86	0,00	0,00
86	26/10/1997	54	21	06	34	36	22	0,00	0	 	 	0,00	48	16.752,96	3752	213,90	SIM	3.678.955,17	0,00	0,00
87	02/11/1997	40	04	28	32	11	05	0,00	0	 	 	0,00	64	12.696,60	5195	156,11	SIM	4.654.053,86	0,00	0,00
88	09/11/1997	45	37	29	04	43	18	0,00	0	 	 	0,00	110	7.965,82	6805	128,51	SIM	5.705.540,99	0,00	0,00
89	16/11/1997	59	42	34	13	44	55	0,00	0	 	 	0,00	36	24.246,00	3847	226,45	SIM	6.752.968,26	0,00	0,00
90	23/11/1997	21	26	40	54	09	52	0,00	1		RJ	15.764.300,87	74	18.584,49	4763	288,17	NÃO	0,00	0,00	0,00
91	30/11/1997	60	04	10	35	39	02	0,00	0	 	 	0,00	68	9.588,80	3878	167,81	SIM	782.445,93	0,00	0,00
92	07/12/1997	05	23	51	03	01	24	0,00	0	 	 	0,00	75	9.792,64	5530	132,56	SIM	1.663.783,45	0,00	0,00
93	14/12/1997	22	53	31	28	02	36	0,00	0	 	 	0,00	61	12.369,31	3795	198,44	SIM	2.569.217,31	0,00	0,00
94	21/12/1997	28	51	55	18	52	08	0,00	0	 	 	0,00	25	31.457,49	2086	376,26	SIM	3.512.942,16	0,00	0,00
95	28/12/1997	46	60	06	40	50	45	0,00	0	 	 	0,00	22	30.807,89	2185	309,58	SIM	4.326.270,55	0,00	0,00
96	04/01/1998	04	42	58	26	07	40	0,00	1	 	 	5.218.562,47	62	11.993,17	3984	186,27	NÃO	0,00	0,00	0,00
97	11/01/1998	56	53	11	14	05	35	0,00	1	 	 	727.932,66	56	10.832,33	3441	175,94	NÃO	0,00	0,00	0,00
98	18/01/1998	43	33	14	31	35	13	0,00	0	 	 	0,00	89	6.508,88	4972	116,28	SIM	695.149,05	0,00	0,00
