AC 	6796888.03
AL 	125285438.3
AM 	41864334.43
BA 	232575547.12
CE 	199267034.41
DF 	654277358.66
ES 	389068491.36
GO 	376913581.8
MA 	58557059.23
MG 	931671186.75
MS 	163989451.66
MT 	215489681.99
PA 	140013592.26
PB 	17782897.7
PE 	191739041.18
PI 	59576916.67
PR 	1016012843.14
RJ 	1172860434.86
RN 	63813462.76
RO 	107035124.07
RR 	2820316.51
RS 	475104919.81
SC 	242318398.76
SE 	129757083.38
SP 	2968173035.89
TO 	1931474.8
